OSEBuildingID,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,TotalGHGEmissions_log
19624.0,NonResidential,Restaurant,6135 Seaview Ave NW,BALLARD,47.67398,-122.3783225,1977,1.0,3.0,22719.0,0.0,22719.0,"Parking, Restaurant",Restaurant,22719.0,Parking,583.3999999999996,73.0,0.0,398159.0938,0.0,9.47,2.3485140248824456
282.0,NonResidential,Hotel,4507 Brooklyn Ave NE,NORTHEAST,47.66151,-122.31457,1931,1.0,12.450000000000045,106860.0,0.0,106860.0,Hotel,Hotel,106860.0,Parking,11745.0,49.0,0.0,1043886.875,65448.83886650005,469.57,6.153944725854957
123.64999999999999,NonResidential,Small- and Mid-Sized Office,5305 Shilshole Ave NW,BALLARD,47.66587,-122.3783225,1961,1.0,2.0,94900.0,0.0,94900.0,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,57.0,0.0,1257791.75,18948.75977,130.56,4.8794630213208565
20145.0,NonResidential,Senior Care Community,909 Boren Avenue,EAST,47.60897,-122.32507,2006,1.0,6.0,62334.0,0.0,62334.0,"Bank Branch, Parking, Senior Care Community",Senior Care Community,35696.0,Bank Branch,15661.0,97.0,0.0,141022.2969,5955.649902,34.98,3.582963228522387
136.0,NonResidential,Hotel,14115 Aurora Ave N,NORTHWEST,47.707374,-122.3458,2001,1.0,4.0,51390.0,0.0,51390.0,"Hotel, Parking",Hotel,51390.0,Parking,583.3999999999996,89.0,0.0,409815.0,22132.49023,127.29,4.854293326261249
49701.7,NonResidential,K-12 School,14050 1st Ave NE,NORTHWEST,47.707374,-122.32784,2009,1.0,2.0,48925.0,0.0,48925.0,K-12 School,K-12 School,63500.0,Parking,11745.0,82.0,0.0,405739.3125,2469.06958,22.76,3.168003494494444
21351.0,NonResidential,Medical Office,1401 Madison St,EAST,47.61065,-122.32125,1962,1.0,2.0,30855.0,10285.0,20804.25,Medical Office,Medical Office,21571.0,Parking,11745.0,14.0,0.0,450699.8125,14089.68457,85.55,4.4607222816222185
23835.0,NonResidential,Small- and Mid-Sized Office,4636 East Marginal Way South,GREATER DUWAMISH,47.56121,-122.33872,1983,1.0,2.0,23687.0,0.0,23687.0,Office,Office,23687.0,Parking,11745.0,68.0,0.0,317864.5,0.0,7.56,2.1471001901536506
23956.0,NonResidential,K-12 School,8524 8th Ave. NE,NORTH,47.69061,-122.31992,1931,1.0,2.0,23923.0,0.0,23923.0,K-12 School,K-12 School,23923.0,Parking,11745.0,69.0,0.0,147866.2031,3011.23999,19.51,3.0209125720842893
49701.7,NonResidential,Residence Hall,1112 NE 41st ST,NORTHEAST,47.65718,-122.31632,2009,1.0,1.0,176225.0,0.0,176225.0,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,176225.0,Parking,24000.0,91.0,0.0,1003689.188,15021.07031,103.65,4.650621448892009
692.0,NonResidential,Other,2323 Elliott Avenue,DOWNTOWN,47.61234,-122.34897,1983,1.0,6.0,275982.0,88607.50000000001,78852.0,"Office, Parking",Parking,197040.0,Office,78852.0,73.0,0.0,1533866.75,0.0,36.49,3.6240742307478206
484.0,NonResidential,Mixed Use Property,1020 John St.,LAKE UNION,47.62002,-122.33687,1954,1.0,3.0,67380.0,0.0,67380.0,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,29732.0,Office,17372.0,66.0,0.0,459033.0938,11896.08008,74.1,4.318820558770089
123.64999999999999,NonResidential,Hotel,2200 5th ave,DOWNTOWN,47.61558,-122.34186,1978,1.0,5.0,68410.0,16200.0,52210.0,Hotel,Hotel,47994.0,Parking,11745.0,57.0,0.0,687675.625,21103.65039,128.44,4.863217453310182
23671.0,NonResidential,Small- and Mid-Sized Office,2366 Eastlake Avenue East,LAKE UNION,47.64168,-122.32562,1959,1.0,4.0,50333.0,18036.0,32297.0,Office,Office,50333.0,Parking,11745.0,88.0,0.0,469544.0,0.0,11.17,2.498973906999436
27668.0,NonResidential,Other,2720 East Madison,Central,47.62342,-122.29688,1991,1.0,3.0,34074.0,0.0,34074.0,Other/Specialty Hospital,Other/Specialty Hospital,34074.0,Parking,11745.0,73.0,0.0,1056210.125,49182.0,286.33,5.660631381000218
21687.0,NonResidential,Other,3411 S Alaska Street,SOUTHEAST,47.56028,-122.28914,1962,1.0,2.0,22364.0,0.0,22364.0,"Adult Education, Parking",Adult Education,22364.0,Parking,583.3999999999996,73.0,0.0,149141.2031,9581.599609,54.44,4.015301354881648
278.0,NonResidential,Senior Care Community,802 S. Dearborn St.,DOWNTOWN,47.59626,-122.3218,1999,1.0,5.0,102796.0,12611.0,90185.0,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,Medical Office,40091.0,73.0,0.0,2177261.5,26765.61133,193.94,5.272691818909064
21482.0,Campus,Restaurant,1501 1st Avenue,DOWNTOWN,47.60895,-122.34052,1912,1.0,2.0,25380.0,0.0,25380.0,"Food Sales, Office, Restaurant",Restaurant,17114.0,Food Sales,6426.0,73.0,0.0,938533.8125,36992.76563,218.79,5.392672545029182
679.0,NonResidential,Small- and Mid-Sized Office,605 First Avenue,DOWNTOWN,47.60197,-122.33437,1906,1.0,6.0,56700.0,0.0,56700.0,"Office, Retail Store",Office,46000.0,Retail Store,10500.0,55.0,0.0,898579.6875,0.0,21.37,3.107720775502038
21783.0,NonResidential,Warehouse,601 S Alaska St,GREATER DUWAMISH,47.56067,-122.32646,1989,1.0,1.0,21101.0,0.0,21101.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18373.0,Office,2728.0,73.0,0.0,61659.141209,5040.569824,27.97,3.366260811781259
22830.0,NonResidential,Worship Facility,9601 35th Ave,SOUTHWEST,47.537451,-122.37797,1971,1.0,1.0,23772.0,0.0,23772.0,Worship Facility,Worship Facility,23772.0,Parking,11745.0,97.0,0.0,61659.141209,0.0,3.5704999999999996,1.5195508068830703
800.0,NonResidential,Retail Store,2800 SW BARTON ST,DELRIDGE,47.537451,-122.36892,1992,1.0,1.0,102500.0,0.0,102500.0,"Parking, Retail Store",Retail Store,99471.0,Parking,583.3999999999996,81.0,0.0,1457465.75,23325.99609,158.55,5.072357352724253
20439.0,NonResidential,Other,4515 36th Ave SW,SOUTHWEST,47.56245,-122.37805,1984,1.0,1.0,33334.0,0.0,33334.0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,50000.0,Swimming Pool,583.3999999999996,73.0,0.0,728225.8125,36335.9375,210.3,5.353278924622011
19728.0,SPS-District K-12,K-12 School,7821 Stone Ave. N.,NORTHWEST,47.68636,-122.3423,1930,1.0,2.0,47602.0,0.0,47602.0,K-12 School,K-12 School,46066.0,Parking,11745.0,78.0,0.0,227970.7969,14717.55859,83.59,4.437816056315923
365.0,NonResidential,Other,4333 BROOKLYN AVE NE,NORTHEAST,47.6606,-122.31512,1969,1.0,5.0,36000.0,0.0,36000.0,Data Center,Data Center,36000.0,Parking,11745.0,96.0,0.0,6551398.275000007,0.0,209.41,5.3490580082512205
20372.0,NonResidential,Hotel,2000 4th ave,DOWNTOWN,47.61345,-122.34068,1925,1.0,9.0,104000.0,0.0,104000.0,"Hotel, Restaurant",Hotel,96000.0,Restaurant,8000.0,14.0,845964.4437500031,1219174.125,9522.769531,355.8,5.8771754007058545
24472.0,NonResidential,Warehouse,3223 3rd Ave S,GREATER DUWAMISH,47.57466,-122.33089,1968,1.0,1.0,48280.0,0.0,48280.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,40780.0,Office,7500.0,18.0,0.0,412415.1875,12946.73047,78.57,4.3766371373894435
25664.0,NonResidential,Small- and Mid-Sized Office,1517 12th Ave,EAST,47.61459,-122.31724,1917,1.0,3.0,30720.0,0.0,30720.0,"Office, Retail Store",Office,29720.0,Retail Store,1000.0,73.0,0.0,272592.0938,3585.850098,25.53,3.2782761681496484
21578.0,SPS-District K-12,K-12 School,5012 S.W. Genesee St.,SOUTHWEST,47.56549,-122.3783225,1949,1.0,1.0,41221.0,0.0,41221.0,K-12 School,K-12 School,60814.0,Parking,11745.0,83.0,0.0,462843.3125,6675.260254,46.46,3.8598872510076174
23164.0,NonResidential,Small- and Mid-Sized Office,1225 S Weller Street,DOWNTOWN,47.59728,-122.31587,2001,1.0,5.0,70332.0,22095.0,48237.0,"Office, Parking",Office,44417.0,Parking,25915.0,89.0,0.0,546923.8125,1150.109985,19.12,3.0017143452315387
176.0,SPS-District K-12,K-12 School,9709 60th Ave. S.,SOUTHEAST,47.537451,-122.28841249999999,2001,1.0,3.0,78804.0,0.0,78804.0,K-12 School,K-12 School,78804.0,Parking,11745.0,92.0,0.0,482184.6875,8539.256836,56.82,4.0573347365882
24840.0,NonResidential,Small- and Mid-Sized Office,3201 1st Ave S,GREATER DUWAMISH,47.57529,-122.33475,1923,1.0,1.0,26310.0,0.0,26310.0,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,96.0,0.0,165033.9063,2084.169922,14.99,2.771963526845863
776.0,NonResidential,Medical Office,515 Minor Avenue,EAST,47.60663,-122.32157,1988,1.0,5.0,188339.0,88607.50000000001,89025.0,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,15.0,0.0,2307620.5,6499.925293,89.41,4.504354880749275
21401.0,NonResidential,Small- and Mid-Sized Office,511 Boren Avenue North,LAKE UNION,47.62353,-122.33622,1926,1.0,3.0,26176.0,0.0,26176.0,Office,Office,23730.0,Parking,11745.0,95.0,0.0,122371.7031,5493.749512,32.09,3.499231121933521
21716.0,NonResidential,Small- and Mid-Sized Office,223 Taylor Avenue North,LAKE UNION,47.62038,-122.34668,1953,1.0,2.0,43183.0,0.0,43183.0,"Data Center, Office",Office,26580.0,Data Center,11497.0,73.0,0.0,1912037.75,8844.679688,92.45,4.537426533901572
23020.0,NonResidential,Self-Storage Facility,10805 Roosevelt Way NE,NORTH,47.707374,-122.31873,1977,1.0,2.0,33344.0,0.0,33344.0,"Office, Parking, Self-Storage Facility",Self-Storage Facility,31360.0,Office,984.0,73.0,0.0,61659.141209,0.0,3.5704999999999996,1.5195508068830703
23836.0,NonResidential,Small- and Mid-Sized Office,4634 East Marginal Way South,GREATER DUWAMISH,47.56121,-122.33872,1983,1.0,2.0,24221.0,0.0,24221.0,Office,Office,24221.0,Parking,11745.0,20.0,0.0,420739.3125,0.0,10.01,2.3988039507345884
24344.0,NonResidential,Warehouse,2233 Sixth Ave. So.,GREATER DUWAMISH,47.58238,-122.32719,1959,1.0,1.0,35400.0,0.0,35400.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35400.0,Parking,11745.0,84.0,0.0,82651.20313,1379.729736,9.29,2.331172549845958
21389.0,NonResidential,Distribution Center,4222 8th Ave NW,BALLARD,47.6583,-122.36638,1951,1.0,1.0,57310.0,0.0,57310.0,Distribution Center,Distribution Center,57310.0,Parking,11745.0,73.0,0.0,201467.9063,5663.370117,34.87,3.579901291544191
49701.7,Nonresidential COS,Mixed Use Property,8319 8th Ave S,GREATER DUWAMISH,47.537451,-122.32431,1989,1.0,1.0,21038.2,0.0,20804.25,"Fitness Center/Health Club/Gym, Food Service, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,6501.0,73.0,0.0,102248.0,3706.01001,22.11,3.1402654242862895
21218.0,Nonresidential COS,Other,12645 Ashworth Ave N,NORTHWEST,47.707374,-122.34102,1958,1.0,2.0,26994.0,0.0,26994.0,"Office, Other - Services",Other - Services,16243.0,Office,10751.0,73.0,0.0,258400.2969,21951.51367,122.73,4.8181017722258845
20377.0,NonResidential,Senior Care Community,2821 S Walden St,SOUTHEAST,47.57188,-122.29531,1981,1.0,3.0,78374.0,0.0,78374.0,"Parking, Senior Care Community",Senior Care Community,58665.0,Parking,583.3999999999996,97.0,0.0,973339.8125,0.0,23.15,3.184284380098582
20168.0,NonResidential,K-12 School,914 Virginia St.,DOWNTOWN,47.61687,-122.33533,1995,1.0,3.0,22860.0,0.0,22860.0,K-12 School,K-12 School,22860.0,Parking,11745.0,43.0,0.0,272904.0,0.0,6.49,2.0135687975291283
621.0,NonResidential,Warehouse,1045 6th Avenue South,GREATER DUWAMISH,47.59366,-122.32666,1922,1.0,1.0,82852.0,0.0,82852.0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,58472.0,Retail Store,23282.0,83.0,0.0,310101.0,10955.38965,65.56,4.198103796512953
398.0,NonResidential,Large Office,2601 Elliott Avenue,DOWNTOWN,47.61429,-122.35263,1916,1.0,6.0,350310.0,0.0,339128.9,"College/University, Office, Restaurant",Office,305233.0,College/University,26900.0,90.0,0.0,4681819.0,21276.56445,224.36,5.417699123568117
123.64999999999999,NonResidential,Small- and Mid-Sized Office,401 Mercer St,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,1.0,2.0,66240.0,2352.0,63888.0,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,73.0,0.0,1221074.25,0.0,29.04,3.402529826895934
610.0,NonResidential,Small- and Mid-Sized Office,419 Occidental Ave. S.,DOWNTOWN,47.59855,-122.33327,1906,1.0,7.0,99440.0,0.0,99440.0,"Office, Retail Store",Office,65088.0,Retail Store,23857.0,64.0,0.0,1373344.375,19209.81055,134.69,4.910372872157861
557.0,NonResidential,Supermarket / Grocery Store,8704 Greenwood Ave N,NORTHWEST,47.69267,-122.35506,2003,1.0,1.0,58184.0,7450.0,50734.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51722.0,Parking,583.3999999999996,41.0,0.0,2331899.75,65448.83886650005,414.43,6.02931412838173
286.0,SPS-District K-12,K-12 School,1410 N.E. 66th St.,NORTHEAST,47.67723,-122.31281,2006,1.0,3.0,269297.0,0.0,269297.0,K-12 School,K-12 School,269297.0,Parking,11745.0,80.0,0.0,2111361.25,32943.78516,225.19,5.42137535403989
22953.0,NonResidential,Retail Store,10716 5th Ave NE,NORTH,47.707374,-122.32249,1965,1.0,1.0,24982.0,0.0,24982.0,Retail Store,Retail Store,24982.0,Parking,11745.0,97.0,0.0,98254.70313,0.0,3.5704999999999996,1.5195508068830703
26773.0,NonResidential,Worship Facility,3841 NE 123rd Street,NORTH,47.707374,-122.28841249999999,1954,1.0,1.0,21624.0,0.0,21624.0,Worship Facility,Worship Facility,21624.0,Parking,11745.0,90.0,0.0,91769.20313,3535.710205,20.96,3.08922261664133
24099.0,NonResidential,Other,717 S Lander,GREATER DUWAMISH,47.57936,-122.32322,1972,1.0,1.0,31365.0,0.0,31365.0,Other,Other,31365.0,Parking,11745.0,73.0,0.0,187982.9063,115.9399872,5.09,1.8066480817218056
23969.0,NonResidential,Other,2709 Airport Way South,GREATER DUWAMISH,47.5793,-122.32226,1960,1.0,1.0,24109.0,0.0,24109.0,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,24109.0,Parking,583.3999999999996,73.0,0.0,1391384.25,0.0,33.1,3.529297384289471
809.0,NonResidential,Small- and Mid-Sized Office,400 Occidental Ave. South,DOWNTOWN,47.5992,-122.33223,1906,1.0,6.0,95760.0,15840.0,79920.0,Office,Office,95760.0,Parking,11745.0,83.0,0.0,1346383.125,7987.580078,74.45,4.323470185213858
123.64999999999999,SPS-District K-12,K-12 School,3701 S.W. 104th St.,SOUTHWEST,47.537451,-122.37759,1948,1.0,2.0,53352.0,0.0,53352.0,K-12 School,K-12 School,65568.0,Parking,11745.0,73.0,0.0,176088.0938,0.0,4.19,1.6467336971777973
21322.0,NonResidential,Small- and Mid-Sized Office,1404 Fourth Ave,DOWNTOWN,47.60952,-122.33558,1928,1.0,4.0,30525.0,0.0,30525.0,"Office, Retail Store",Office,15609.0,Retail Store,6104.0,17.0,762032.8125,621660.625,0.0,73.61,4.312274546483423
49701.7,Nonresidential COS,Other,1471 NW 67th St,BALLARD,47.67734,-122.37624,1972,1.0,1.0,21038.2,0.0,20804.25,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Swimming Pool",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,1670.0,73.0,0.0,353216.0938,39121.35156,216.18,5.380726502788755
34348.0,NonResidential,Retail Store,1401 2nd Ave,DOWNTOWN,47.6087,-122.33884,1991,1.0,3.0,103000.0,0.0,103000.0,Retail Store,Retail Store,103000.0,Parking,11745.0,89.0,0.0,1243594.5,9714.768555,81.18,4.408911963455264
414.0,NonResidential,Large Office,1411 4TH AVE,DOWNTOWN,47.60923,-122.33625,1929,1.0,12.450000000000045,151039.0,0.0,151039.0,Office,Office,125473.0,Parking,11745.0,84.0,845964.4437500031,761004.125,0.0,238.09,5.476840050084842
123.64999999999999,SPS-District K-12,K-12 School,4000 27th Ave. W.,MAGNOLIA / QUEEN ANNE,47.65671,-122.3783225,1990,1.0,2.0,54986.0,0.0,54986.0,K-12 School,K-12 School,54986.0,Parking,11745.0,97.0,0.0,356855.0,4326.897461,31.47,3.4803165861147547
19750.0,NonResidential,Small- and Mid-Sized Office,2800 1st Avenue  Room 140,DOWNTOWN,47.61683,-122.35176,1942,1.0,3.0,64630.0,0.0,64630.0,Office,Office,64630.0,Parking,11745.0,96.0,0.0,412746.5,0.0,9.82,2.3813962734183356
45287.0,Nonresidential COS,Other,500 23 Ave E,CENTRAL,47.60668,-122.30242,1968,1.0,1.0,21400.0,0.0,21400.0,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,9003.0,73.0,0.0,736986.875,26562.09961,158.6,5.072670685015709
24857.0,NonResidential,Retail Store,6032 M L KING JR WAY S,SOUTHEAST,47.54723,-122.28841249999999,1966,1.0,1.0,37883.0,0.0,37883.0,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,88.0,0.0,1570918.75,65448.83886650005,413.1,6.026107490551522
21920.0,NonResidential,Warehouse,4625 Union Way Place,NORTHEAST,47.66294,-122.29521,1980,1.0,2.0,33576.0,0.0,33576.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33576.0,Parking,11745.0,64.0,0.0,114338.7031,8851.080078,49.73,3.9265174515785985
25115.0,NonResidential,Worship Facility,11010 Greenwood Ave N,NORTHWEST,47.707374,-122.35498,1951,1.0,2.0,21936.0,0.0,21936.0,Worship Facility,Worship Facility,21936.0,Parking,11745.0,96.0,0.0,61659.141209,5317.459961,28.78,3.393837027255863
20396.0,NonResidential,Warehouse,1014 First Avenue,DOWNTOWN,47.60528,-122.33627,1906,1.0,5.0,33300.0,0.0,33300.0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,24000.0,Retail Store,6000.0,73.0,0.0,61659.141209,0.0,3.5704999999999996,1.5195508068830703
317.0,Nonresidential COS,Other,1421 Alaskan Way,DOWNTOWN,47.60729,-122.34211,1980,1.0,2.0,69400.0,0.0,69400.0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,Parking,11745.0,73.0,0.0,3087447.25,42991.03906,301.76,5.712940412440966
21508.0,NonResidential,Other,2234 1st Ave,DOWNTOWN,47.61341,-122.34597,1930,1.0,2.0,22710.0,0.0,22710.0,Food Service,Food Service,22710.0,Parking,11745.0,73.0,0.0,84338.60156,0.0,3.5704999999999996,1.5195508068830703
623.0,NonResidential,Distribution Center,270 S HANFORD ST,GREATER DUWAMISH,47.57658,-122.33054,1962,1.0,2.0,92792.0,0.0,92792.0,"Distribution Center, Office",Distribution Center,85343.0,Office,13435.0,56.0,0.0,593368.375,11309.22852,74.18,4.319885238136032
19856.0,NonResidential,Small- and Mid-Sized Office,614 First Avenue,DOWNTOWN,47.60237,-122.33365,1906,1.0,3.0,23563.0,0.0,23563.0,"Office, Restaurant",Office,20183.0,Restaurant,3380.0,67.0,0.0,258850.4063,0.0,6.16,1.9685099809725544
20520.0,NonResidential,Refrigerated Warehouse,2001 21st Ave S,GREATER DUWAMISH,47.58528,-122.30595,1953,1.0,1.0,25480.0,0.0,25480.0,Refrigerated Warehouse,Refrigerated Warehouse,25480.0,Parking,11745.0,73.0,0.0,217258.7969,0.0,5.17,1.8196988379172965
27504.0,NonResidential,Warehouse,7417 4TH AVE S,GREATER DUWAMISH,47.537451,-122.32954,1964,1.0,2.0,23400.0,0.0,23400.0,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,20002.0,Office,3374.0,73.0,0.0,128741.7969,0.0,3.5704999999999996,1.5195508068830703
20323.0,NonResidential,Residence Hall,910 Marion Street,EAST,47.60817,-122.32654,1982,1.0,12.450000000000045,115775.0,31535.0,84240.0,"Office, Residence Hall/Dormitory",Residence Hall/Dormitory,150000.0,Office,25000.0,94.0,0.0,844809.3125,0.0,20.09,3.0487989944906833
577.0,NonResidential,Small- and Mid-Sized Office,10700 Meridian Ave North,NORTHWEST,47.70732,-122.33279,1981,1.0,6.0,86483.0,0.0,86483.0,"Office, Parking",Office,86483.0,Parking,583.3999999999996,56.0,0.0,1864371.5,0.0,44.35,3.814410176561146
23622.0,Campus,Other,1900 West Nickerson Street,MAGNOLIA / QUEEN ANNE,47.65561,-122.3783225,1955,1.0,1.0,260241.0,0.0,260241.0,Other,Other,260241.0,Parking,11745.0,73.0,0.0,6551398.275000007,65448.83886650005,564.2850000000001,6.3373279806556635
21119.0,NonResidential,Warehouse,712 N 34th St,LAKE UNION,47.64965,-122.34913,1927,1.0,2.0,33840.0,0.0,33840.0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18740.0,Office,13660.0,73.0,0.0,364798.0938,9829.470703,60.88,4.125197025704866
845.0,NonResidential,Warehouse,1815 12th Ave E,EAST,47.61818,-122.31728,1988,1.0,4.0,132828.0,0.0,132828.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,132828.0,Parking,11745.0,83.0,0.0,317622.9063,0.0,7.56,2.1471001901536506
183.0,NonResidential,Residence Hall,500 W. Emerson,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001,1.0,4.0,139600.0,37500.0,102100.0,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,Parking,11745.0,89.0,0.0,678868.1875,21322.83984,129.39,4.87052995943538
582.0,NonResidential,Medical Office,1536 N. 115th Street,NORTHWEST,47.707374,-122.33782,2005,1.0,3.0,63909.0,0.0,63909.0,"Medical Office, Retail Store",Medical Office,60670.0,Retail Store,3239.0,73.0,0.0,1396762.25,0.0,33.22,3.5328102684640474
49701.7,NonResidential,Residence Hall,1009 NE Pacific St,NORTHEAST,47.65447,-122.31733,1970,1.0,1.0,89392.0,0.0,89392.0,Residence Hall/Dormitory,Residence Hall/Dormitory,89392.0,Parking,11745.0,16.0,0.0,2040124.25,0.0,48.53,3.902578546600146
21902.0,NonResidential,Warehouse,9928 10th Ave South,GREATER DUWAMISH,47.537451,-122.31957,1979,1.0,1.0,22000.0,0.0,22000.0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,22000.0,Parking,583.3999999999996,14.0,0.0,205342.2031,0.0,4.88,1.7715567619105355
821.0,NonResidential,Warehouse,3701 S. Norfolk Street,GREATER DUWAMISH,47.537451,-122.28841249999999,1966,1.0,2.0,123000.0,0.0,123000.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,112484.0,Office,24433.0,47.0,0.0,880501.375,0.0,20.94,3.088311454847084
49701.7,NonResidential,Residence Hall,1218 NE Campus Pkwy,NORTHEAST,47.65642,-122.31475,2009,1.0,5.0,136758.0,0.0,136758.0,Residence Hall/Dormitory,Residence Hall/Dormitory,207017.0,Parking,11745.0,90.0,0.0,1002526.313,28547.47656,175.46,5.173094221793959
132.0,NonResidential,Other,6417 Roosevelt Way NE # 18-28,NORTHEAST,47.67559,-122.31769,1929,1.0,2.0,206934.0,0.0,206934.0,"Other, Parking",Other,119146.0,Parking,583.3999999999996,73.0,0.0,586489.8125,22524.74023,133.58,4.9021588177601725
21213.0,NonResidential,Small- and Mid-Sized Office,12500 Aurora Avenue North,NORTHWEST,47.707374,-122.34418,1951,1.0,2.0,39815.0,0.0,39815.0,"Non-Refrigerated Warehouse, Office",Office,27118.0,Non-Refrigerated Warehouse,12697.0,62.0,0.0,436345.5,5617.898926,40.22,3.718923575462313
27303.0,NonResidential,Other,1249 NE 145TH ST,North,47.707374,-122.31366,1948,1.0,2.0,47237.0,0.0,47237.0,Other,Other,47661.0,Parking,11745.0,73.0,0.0,1753056.75,0.0,41.7,3.754198920234579
49701.7,NonResidential,University,1718 Broadway,EAST,47.61699,-122.32083,1993,1.0,2.0,99765.0,0.0,99765.0,College/University,College/University,99765.0,Parking,11745.0,73.0,0.0,602571.5,11290.31055,74.3,4.321480134805848
20474.0,NonResidential,Other,12537 Lake CIty Way NE,NORTH,47.707374,-122.29507,1949,1.0,1.0,22405.0,0.0,22405.0,"Other, Retail Store",Other,14317.0,Retail Store,7500.0,73.0,0.0,325345.4063,23881.36133,134.57,4.909488112091298
690.0,NonResidential,Large Office,701 Pike Street,DOWNTOWN,47.6115,-122.33278,2001,1.0,12.450000000000045,399875.050000001,0.0,339128.9,"Office, Parking",Office,339005.65000000026,Parking,95742.6500000001,90.0,0.0,4695381.0,0.0,111.69,4.724640685964258
123.64999999999999,NonResidential,Hotel,400 Spring Street,DOWNTOWN,47.60699,-122.33346,1928,1.0,9.0,65009.0,0.0,65009.0,Hotel,Hotel,65009.0,Parking,11745.0,48.0,845964.4437500031,393610.6875,35967.05078,328.23,5.796756594662978
558.0,NonResidential,Supermarket / Grocery Store,1531 NE 145th Street,NORTH,47.707374,-122.3105,1980,1.0,1.0,58480.0,0.0,58480.0,Supermarket/Grocery Store,Supermarket/Grocery Store,44431.0,Parking,11745.0,37.0,0.0,1998174.5,42367.62891,272.54,5.611447863453405
420.0,NonResidential,Other,1506 6th Ave,DOWNTOWN,47.61164,-122.33446,1996,1.0,6.0,147852.0,86429.0,61423.0,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,64821.0,Retail Store,40629.0,73.0,0.0,2087520.25,25489.99023,185.03,5.225907951029896
23204.0,SPS-District K-12,K-12 School,4925 Corson Ave. S.,GREATER DUWAMISH,47.55813,-122.3189,1971,1.0,1.0,50546.0,0.0,50546.0,K-12 School,K-12 School,53234.0,Parking,11745.0,94.0,0.0,312518.1875,887.6842041,12.15,2.5764217586237734
19900.0,NonResidential,Laboratory,3018 Western Ave.,DOWNTOWN,47.61763,-122.35507,1926,1.0,4.0,49249.0,0.0,49249.0,"Laboratory, Office",Laboratory,40584.0,Office,7165.0,73.0,0.0,3181345.0,65448.83886650005,564.2850000000001,6.3373279806556635
25670.0,NonResidential,Small- and Mid-Sized Office,1535 11th Ave,EAST,47.61508,-122.31845,1906,1.0,3.0,21038.2,0.0,20897.0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,14317.0,Retail Store,3433.0,73.0,0.0,212556.5,2396.810059,17.79,2.933324813425374
33408.0,Nonresidential COS,Other,12501-28th Ave NE,NORTH,47.707374,-122.29809,1965,1.0,1.0,24697.0,0.0,24697.0,"Library, Other - Services",Library,15300.0,Other - Services,4717.0,73.0,0.0,251761.0,4366.77002,29.18,3.407179453339703
