OSEBuildingID,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,TotalGHGEmissions_log,GFA_per_floor,Parking_ratio,Building_age_squared,Is_old_building,Size_floors,Age_size,Age_floors,GFA_sqrt,Floors_squared,Neighborhood_mean,Neighborhood_std,PrimaryPropertyType_mean,PrimaryPropertyType_std
22676.0,NonResidential,Small- and Mid-Sized Office,5105 Leary Ave NW,BALLARD,47.66497,-122.3783225,Office,Office,23500.0,Parking,11745.0,26.0,0.0,349643.5938,4934.209961,34.52,3.570095918123969,11749.994125002937,0.0,2304,0,47000.0,1128000.0,96.0,153.29709716755892,4.0,3.912910514987732,1.2339019117506258,3.297269669658814,0.9073490338149458
21425.0,NonResidential,Other,200 Second Avenue North,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,Other,Other,155795.0,Parking,11745.0,73.0,0.0,4337207.5,28744.64648,255.83,5.548414387422504,155794.8442051558,0.0,2916,1,155795.0,8412930.0,54.0,394.70875338659516,1.0,3.935323358003718,1.285361666288839,4.282175547469136,1.3053288873026805
21129.0,NonResidential,Retail Store,3515 Fremont Ave N,LAKE UNION,47.65115,-122.35024,"Hotel, Retail Store",Retail Store,14317.0,Hotel,8000.0,97.0,0.0,77662.5,7568.120605,42.04,3.762129915853529,10519.094740452629,0.0,11025,1,42076.4,2209011.0,210.0,145.04551009941673,4.0,4.1935172859006355,1.3505221170910435,3.744426120780442,1.2589650944883464
40008.0,NonResidential,Mixed Use Property,2255 4TH AVE S,GREATER DUWAMISH,47.5823,-122.32937,"Office, Other, Parking",Other,14877.0,Office,12023.0,73.0,0.0,284170.9063,5850.080078,37.83,3.659193143743576,7315.664228111924,0.0,144,0,65841.0,263364.0,36.0,148.14519904472098,9.0,3.5021939623231493,1.2671561408877454,4.02240740070352,1.4535352529774157
649.0,NonResidential,Small- and Mid-Sized Office,815 Seattle Blvd S.,EAST,47.59534849,-122.327269,Office,Office,76624.0,Parking,11745.0,91.0,0.0,723489.8125,3051.0,33.41,3.538347219809389,19155.9952110012,0.0,7396,1,306496.0,6589664.0,344.0,276.8104044287353,16.0,4.224068175692096,1.3596665755260893,3.297269669658814,0.9073490338149458
24086.0,Campus,Other,1333 AIRPORT WAY S,GREATER DUWAMISH,47.59042,-122.32498,"Other, Parking",Other,230970.0,Parking,583.3999999999996,73.0,0.0,4519276.0,56025.15234,405.05,6.00647630472842,230970.76902923099,0.0,625,0,230971.0,5774275.0,25.0,480.59442360476885,1.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
19624.0,NonResidential,Restaurant,6135 Seaview Ave NW,BALLARD,47.67398,-122.3783225,"Parking, Restaurant",Restaurant,22719.0,Parking,583.3999999999996,73.0,0.0,398159.0938,0.0,9.47,2.3485140248824456,7572.997475667507,0.0,1521,0,68157.0,886041.0,117.0,150.72823225925526,9.0,3.912910514987732,1.2339019117506258,4.6450587747303285,1.1109430111959286
282.0,NonResidential,Hotel,4507 Brooklyn Ave NE,NORTHEAST,47.66151,-122.31457,Hotel,Hotel,106860.0,Parking,11745.0,49.0,0.0,1043886.875,65448.83886650005,469.57,6.153944725854957,8583.131840712273,0.0,7225,1,1330407.0000000047,9083100.0,1058.2500000000036,326.8944783871395,155.00250000000108,4.011790676637696,1.2673379379504515,5.200314767144004,1.0251480911591004
123.65,NonResidential,Small- and Mid-Sized Office,5305 Shilshole Ave NW,BALLARD,47.66587,-122.3783225,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,57.0,0.0,1257791.75,18948.75977,130.56,4.8794630213208565,47449.97627501186,0.0,3025,1,189800.0,5219500.0,110.0,308.05843601498725,4.0,3.912910514987732,1.2339019117506258,3.297269669658814,0.9073490338149458
20145.0,NonResidential,Senior Care Community,909 Boren Avenue,EAST,47.60897,-122.32507,"Bank Branch, Parking, Senior Care Community",Senior Care Community,35696.0,Bank Branch,15661.0,97.0,0.0,141022.2969,5955.649902,34.98,3.582963228522387,10388.998268500289,0.0,100,0,374004.0,623340.0,60.0,249.66777925875817,36.0,4.224068175692096,1.3596665755260893,5.164982346452764,0.927964657415081
136.0,NonResidential,Hotel,14115 Aurora Ave N,NORTHWEST,47.707374,-122.3458,"Hotel, Parking",Hotel,51390.0,Parking,583.3999999999996,89.0,0.0,409815.0,22132.49023,127.29,4.854293326261249,12847.496788125802,0.0,225,0,205560.0,770850.0,60.0,226.69362584775072,16.0,3.974065390603938,1.308375369217394,5.200314767144004,1.0251480911591004
49701.7,NonResidential,K-12 School,14050 1st Ave NE,NORTHWEST,47.707374,-122.32784,K-12 School,K-12 School,63500.0,Parking,11745.0,82.0,0.0,405739.3125,2469.06958,22.76,3.168003494494444,24462.487768756113,0.0,49,0,97850.0,342475.0,14.0,221.18996360594664,4.0,3.974065390603938,1.308375369217394,4.017308587795052,1.0064545144201091
21351.0,NonResidential,Medical Office,1401 Madison St,EAST,47.61065,-122.32125,Medical Office,Medical Office,21571.0,Parking,11745.0,14.0,0.0,450699.8125,14089.68457,85.55,4.4607222816222185,15427.492286253855,0.3333333333225301,2916,1,61710.0,1666170.0,108.0,175.65591364938444,4.0,4.224068175692096,1.3596665755260893,4.557738771436541,1.3455760875549025
23835.0,NonResidential,Small- and Mid-Sized Office,4636 East Marginal Way South,GREATER DUWAMISH,47.56121,-122.33872,Office,Office,23687.0,Parking,11745.0,68.0,0.0,317864.5,0.0,7.56,2.1471001901536506,11843.49407825296,0.0,1089,0,47374.0,781671.0,66.0,153.9058153547162,4.0,3.5021939623231493,1.2671561408877454,3.297269669658814,0.9073490338149458
23956.0,NonResidential,K-12 School,8524 8th Ave. NE,NORTH,47.69061,-122.31992,K-12 School,K-12 School,23923.0,Parking,11745.0,69.0,0.0,147866.2031,3011.23999,19.51,3.0209125720842893,11961.49401925299,0.0,7225,1,47846.0,2033455.0,170.0,154.67061776562477,4.0,3.599443475627612,1.2975374912774322,4.017308587795052,1.0064545144201091
49701.7,NonResidential,Residence Hall,1112 NE 41st ST,NORTHEAST,47.65718,-122.31632,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,176225.0,Parking,24000.0,91.0,0.0,1003689.188,15021.07031,103.65,4.650621448892009,176224.82377517625,0.0,49,0,176225.0,1233575.0,7.0,419.7916149710473,1.0,4.011790676637696,1.2673379379504515,4.119649028487958,1.2451946653722543
692.0,NonResidential,Other,2323 Elliott Avenue,DOWNTOWN,47.61234,-122.34897,"Office, Parking",Parking,197040.0,Office,78852.0,73.0,0.0,1533866.75,0.0,36.49,3.6240742307478206,45996.99233383461,0.32106260553108157,1089,0,1655892.0,9107406.0,198.0,525.339889976004,36.0,4.33905242153749,1.3718571608439065,4.282175547469136,1.3053288873026805
484.0,NonResidential,Mixed Use Property,1020 John St.,LAKE UNION,47.62002,-122.33687,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,29732.0,Office,17372.0,66.0,0.0,459033.0938,11896.08008,74.1,4.318820558770089,22459.992513335827,0.0,3844,1,202140.0,4177560.0,186.0,259.5765782962708,9.0,4.1935172859006355,1.3505221170910435,4.02240740070352,1.4535352529774157
123.65,NonResidential,Hotel,2200 5th ave,DOWNTOWN,47.61558,-122.34186,Hotel,Hotel,47994.0,Parking,11745.0,57.0,0.0,687675.625,21103.65039,128.44,4.863217453310182,13681.997263600548,0.23680748428246154,1444,0,342050.0,2599580.0,190.0,261.5530538915575,25.0,4.33905242153749,1.3718571608439065,5.200314767144004,1.0251480911591004
23671.0,NonResidential,Small- and Mid-Sized Office,2366 Eastlake Avenue East,LAKE UNION,47.64168,-122.32562,Office,Office,50333.0,Parking,11745.0,88.0,0.0,469544.0,0.0,11.17,2.498973906999436,12583.246854188286,0.3583334988902244,3249,1,201332.0,2868981.0,228.0,224.35017272112808,16.0,4.1935172859006355,1.3505221170910435,3.297269669658814,0.9073490338149458
27668.0,NonResidential,Other,2720 East Madison,Central,47.62342,-122.29688,Other/Specialty Hospital,Other/Specialty Hospital,34074.0,Parking,11745.0,73.0,0.0,1056210.125,49182.0,286.33,5.660631381000218,11357.996214001261,0.0,625,0,102222.0,851850.0,75.0,184.59144075498193,9.0,3.697718267333202,1.842898186552016,4.282175547469136,1.3053288873026805
21687.0,NonResidential,Other,3411 S Alaska Street,SOUTHEAST,47.56028,-122.28914,"Adult Education, Parking",Adult Education,22364.0,Parking,583.3999999999996,73.0,0.0,149141.2031,9581.599609,54.44,4.015301354881648,11181.994409002795,0.0,2916,1,44728.0,1207656.0,108.0,149.54597955144098,4.0,3.8364002036202964,1.1819283182974878,4.282175547469136,1.3053288873026805
278.0,NonResidential,Senior Care Community,802 S. Dearborn St.,DOWNTOWN,47.59626,-122.3218,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,Medical Office,40091.0,73.0,0.0,2177261.5,26765.61133,193.94,5.272691818909064,20559.195888160823,0.12267987081090044,289,0,513980.0,1747532.0,85.0,320.61815294833195,25.0,4.33905242153749,1.3718571608439065,5.164982346452764,0.927964657415081
21482.0,Campus,Restaurant,1501 1st Avenue,DOWNTOWN,47.60895,-122.34052,"Food Sales, Office, Restaurant",Restaurant,17114.0,Food Sales,6426.0,73.0,0.0,938533.8125,36992.76563,218.79,5.392672545029182,12689.99365500317,0.0,10816,1,50760.0,2639520.0,208.0,159.31101656822105,4.0,4.33905242153749,1.3718571608439065,4.6450587747303285,1.1109430111959286
679.0,NonResidential,Small- and Mid-Sized Office,605 First Avenue,DOWNTOWN,47.60197,-122.33437,"Office, Retail Store",Office,46000.0,Retail Store,10500.0,55.0,0.0,898579.6875,0.0,21.37,3.107720775502038,9449.998425000262,0.0,12100,1,340200.0,6237000.0,660.0,238.11761799581316,36.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
21783.0,NonResidential,Warehouse,601 S Alaska St,GREATER DUWAMISH,47.56067,-122.32646,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18373.0,Office,2728.0,73.0,0.0,61659.141209,5040.569824,27.97,3.366260811781259,21100.978899021102,0.0,729,0,21101.0,569727.0,27.0,145.2618325645109,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
22830.0,NonResidential,Worship Facility,9601 35th Ave,SOUTHWEST,47.537451,-122.37797,Worship Facility,Worship Facility,23772.0,Parking,11745.0,97.0,0.0,61659.141209,0.0,3.5705,1.5195508068830703,23771.976228023774,0.0,2025,0,23772.0,1069740.0,45.0,154.18171097766427,1.0,4.034133919996902,1.2680730037486931,3.3694042071465256,0.9190492773121226
800.0,NonResidential,Retail Store,2800 SW BARTON ST,DELRIDGE,47.537451,-122.36892,"Parking, Retail Store",Retail Store,99471.0,Parking,583.3999999999996,81.0,0.0,1457465.75,23325.99609,158.55,5.072357352724253,102499.89750010251,0.0,576,0,102500.0,2460000.0,24.0,320.1562118716424,1.0,3.9847199175552697,1.240497105330465,3.744426120780442,1.2589650944883464
20439.0,NonResidential,Other,4515 36th Ave SW,SOUTHWEST,47.56245,-122.37805,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,50000.0,Swimming Pool,583.3999999999996,73.0,0.0,728225.8125,36335.9375,210.3,5.353278924622011,33333.96666603334,0.0,1024,0,33334.0,1066688.0,32.0,182.57601156778512,1.0,4.034133919996902,1.2680730037486931,4.282175547469136,1.3053288873026805
19728.0,SPS-District K-12,K-12 School,7821 Stone Ave. N.,NORTHWEST,47.68636,-122.3423,K-12 School,K-12 School,46066.0,Parking,11745.0,78.0,0.0,227970.7969,14717.55859,83.59,4.437816056315923,23800.98809950595,0.0,7396,1,95204.0,4093772.0,172.0,218.17882573705452,4.0,3.974065390603938,1.308375369217394,4.017308587795052,1.0064545144201091
365.0,NonResidential,Other,4333 BROOKLYN AVE NE,NORTHEAST,47.6606,-122.31512,Data Center,Data Center,36000.0,Parking,11745.0,96.0,0.0,6551398.275000007,0.0,209.41,5.3490580082512205,7199.998560000287,0.0,2209,0,180000.0,1692000.0,235.0,189.73665961010275,25.0,4.011790676637696,1.2673379379504515,4.282175547469136,1.3053288873026805
20372.0,NonResidential,Hotel,2000 4th ave,DOWNTOWN,47.61345,-122.34068,"Hotel, Restaurant",Hotel,96000.0,Restaurant,8000.0,14.0,845964.4437500031,1219174.125,9522.769531,355.8,5.877175400705855,11555.554271605082,0.0,8281,1,936000.0,9464000.0,819.0,322.49030993194197,81.0,4.33905242153749,1.3718571608439065,5.200314767144004,1.0251480911591004
24472.0,NonResidential,Warehouse,3223 3rd Ave S,GREATER DUWAMISH,47.57466,-122.33089,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,40780.0,Office,7500.0,18.0,0.0,412415.1875,12946.73047,78.57,4.376637137389444,48279.95172004828,0.0,2304,0,48280.0,2317440.0,48.0,219.7271034715563,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
25664.0,NonResidential,Small- and Mid-Sized Office,1517 12th Ave,EAST,47.61459,-122.31724,"Office, Retail Store",Office,29720.0,Retail Store,1000.0,73.0,0.0,272592.0938,3585.850098,25.53,3.2782761681496484,10239.996586667803,0.0,9801,1,92160.0,3041280.0,297.0,175.27121840165316,9.0,4.224068175692096,1.3596665755260893,3.297269669658814,0.9073490338149458
21578.0,SPS-District K-12,K-12 School,5012 S.W. Genesee St.,SOUTHWEST,47.56549,-122.3783225,K-12 School,K-12 School,60814.0,Parking,11745.0,83.0,0.0,462843.3125,6675.260254,46.46,3.8598872510076174,41220.958779041226,0.0,4489,1,41221.0,2761807.0,67.0,203.0295544988463,1.0,4.034133919996902,1.2680730037486931,4.017308587795052,1.0064545144201091
23164.0,NonResidential,Small- and Mid-Sized Office,1225 S Weller Street,DOWNTOWN,47.59728,-122.31587,"Office, Parking",Office,44417.0,Parking,25915.0,89.0,0.0,546923.8125,1150.109985,19.12,3.0017143452315387,14066.397186720562,0.3141528749315511,225,0,351660.0,1054980.0,75.0,265.2018099485748,25.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
176.0,SPS-District K-12,K-12 School,9709 60th Ave. S.,SOUTHEAST,47.537451,-122.2884125,K-12 School,K-12 School,78804.0,Parking,11745.0,92.0,0.0,482184.6875,8539.256836,56.82,4.0573347365882,26267.99124400292,0.0,225,0,236412.0,1182060.0,45.0,280.72050156695,9.0,3.8364002036202964,1.1819283182974878,4.017308587795052,1.0064545144201091
24840.0,NonResidential,Small- and Mid-Sized Office,3201 1st Ave S,GREATER DUWAMISH,47.57529,-122.33475,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,96.0,0.0,165033.9063,2084.169922,14.99,2.771963526845863,26309.973690026312,0.0,8649,1,26310.0,2446830.0,93.0,162.20357579289058,1.0,3.5021939623231493,1.2671561408877454,3.297269669658814,0.9073490338149458
776.0,NonResidential,Medical Office,515 Minor Avenue,EAST,47.60663,-122.32157,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,15.0,0.0,2307620.5,6499.925293,89.41,4.504354880749275,37667.792466441504,0.4704681452037525,784,0,941695.0,5273492.0,140.0,433.9804143046089,25.0,4.224068175692096,1.3596665755260893,4.557738771436541,1.3455760875549025
21401.0,NonResidential,Small- and Mid-Sized Office,511 Boren Avenue North,LAKE UNION,47.62353,-122.33622,Office,Office,23730.0,Parking,11745.0,95.0,0.0,122371.7031,5493.749512,32.09,3.499231121933521,8725.330424889858,0.0,8100,1,78528.0,2355840.0,270.0,161.78998732925348,9.0,4.1935172859006355,1.3505221170910435,3.297269669658814,0.9073490338149458
21716.0,NonResidential,Small- and Mid-Sized Office,223 Taylor Avenue North,LAKE UNION,47.62038,-122.34668,"Data Center, Office",Office,26580.0,Data Center,11497.0,73.0,0.0,1912037.75,8844.679688,92.45,4.537426533901572,21591.489204255395,0.0,3969,1,86366.0,2720529.0,126.0,207.80519724010753,4.0,4.1935172859006355,1.3505221170910435,3.297269669658814,0.9073490338149458
23020.0,NonResidential,Self-Storage Facility,10805 Roosevelt Way NE,NORTH,47.707374,-122.31873,"Office, Parking, Self-Storage Facility",Self-Storage Facility,31360.0,Office,984.0,73.0,0.0,61659.141209,0.0,3.5705,1.5195508068830703,16671.991664004167,0.0,1521,0,66688.0,1300416.0,78.0,182.60339536821323,4.0,3.599443475627612,1.2975374912774322,2.7568626089865815,1.033288695351429
23836.0,NonResidential,Small- and Mid-Sized Office,4634 East Marginal Way South,GREATER DUWAMISH,47.56121,-122.33872,Office,Office,24221.0,Parking,11745.0,20.0,0.0,420739.3125,0.0,10.01,2.3988039507345884,12110.493944753027,0.0,1089,0,48442.0,799293.0,66.0,155.63097378092831,4.0,3.5021939623231493,1.2671561408877454,3.297269669658814,0.9073490338149458
24344.0,NonResidential,Warehouse,2233 Sixth Ave. So.,GREATER DUWAMISH,47.58238,-122.32719,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35400.0,Parking,11745.0,84.0,0.0,82651.20313,1379.729736,9.29,2.331172549845958,35399.964600035404,0.0,3249,1,35400.0,2017800.0,57.0,188.1488772222678,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
21389.0,NonResidential,Distribution Center,4222 8th Ave NW,BALLARD,47.6583,-122.36638,Distribution Center,Distribution Center,57310.0,Parking,11745.0,73.0,0.0,201467.9063,5663.370117,34.87,3.579901291544191,57309.942690057316,0.0,4225,1,57310.0,3725150.0,65.0,239.39507096011815,1.0,3.912910514987732,1.2339019117506258,3.3102624225812476,1.205387221548688
49701.7,Nonresidential COS,Mixed Use Property,8319 8th Ave S,GREATER DUWAMISH,47.537451,-122.32431,"Fitness Center/Health Club/Gym, Food Service, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,6501.0,73.0,0.0,102248.0,3706.01001,22.11,3.140265424286289,21038.178961821042,0.0,729,0,21038.2,568031.4,27.0,145.04551009941673,1.0,3.5021939623231493,1.2671561408877454,4.02240740070352,1.4535352529774157
21218.0,Nonresidential COS,Other,12645 Ashworth Ave N,NORTHWEST,47.707374,-122.34102,"Office, Other - Services",Other - Services,16243.0,Office,10751.0,73.0,0.0,258400.2969,21951.51367,122.73,4.8181017722258845,13496.993251503372,0.0,3364,1,53988.0,1565652.0,116.0,164.2985088185526,4.0,3.974065390603938,1.308375369217394,4.282175547469136,1.3053288873026805
20377.0,NonResidential,Senior Care Community,2821 S Walden St,SOUTHEAST,47.57188,-122.29531,"Parking, Senior Care Community",Senior Care Community,58665.0,Parking,583.3999999999996,97.0,0.0,973339.8125,0.0,23.15,3.184284380098582,26124.657958447347,0.0,1225,0,235122.0,2743090.0,105.0,279.95356757862544,9.0,3.8364002036202964,1.1819283182974878,5.164982346452764,0.927964657415081
20168.0,NonResidential,K-12 School,914 Virginia St.,DOWNTOWN,47.61687,-122.33533,K-12 School,K-12 School,22860.0,Parking,11745.0,43.0,0.0,272904.0,0.0,6.49,2.0135687975291283,7619.997460000846,0.0,441,0,68580.0,480060.0,63.0,151.19523802024983,9.0,4.33905242153749,1.3718571608439065,4.017308587795052,1.0064545144201091
621.0,NonResidential,Warehouse,1045 6th Avenue South,GREATER DUWAMISH,47.59366,-122.32666,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,58472.0,Retail Store,23282.0,83.0,0.0,310101.0,10955.38965,65.56,4.198103796512953,82851.91714808285,0.0,8836,1,82852.0,7788088.0,94.0,287.8402334629403,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
398.0,NonResidential,Large Office,2601 Elliott Avenue,DOWNTOWN,47.61429,-122.35263,"College/University, Office, Restaurant",Office,305233.0,College/University,26900.0,90.0,0.0,4681819.0,21276.56445,224.36,5.417699123568117,58384.99026916829,0.0,10000,1,2101860.0,35031000.0,600.0,591.8699181408023,36.0,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
123.65,NonResidential,Small- and Mid-Sized Office,401 Mercer St,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,73.0,0.0,1221074.25,0.0,29.04,3.402529826895934,33119.98344000828,0.03550724637627556,900,0,132480.0,1987200.0,60.0,257.3713270743266,4.0,3.935323358003718,1.285361666288839,3.297269669658814,0.9073490338149458
610.0,NonResidential,Small- and Mid-Sized Office,419 Occidental Ave. S.,DOWNTOWN,47.59855,-122.33327,"Office, Retail Store",Office,65088.0,Retail Store,23857.0,64.0,0.0,1373344.375,19209.81055,134.69,4.910372872157861,14205.71225632682,0.0,12100,1,696080.0,10938400.0,770.0,315.341085176036,49.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
557.0,NonResidential,Supermarket / Grocery Store,8704 Greenwood Ave N,NORTHWEST,47.69267,-122.35506,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51722.0,Parking,583.3999999999996,41.0,0.0,2331899.75,65448.83886650005,414.43,6.02931412838173,58183.94181605819,0.12804207342004603,169,0,58184.0,756392.0,13.0,241.21359828998033,1.0,3.974065390603938,1.308375369217394,5.101079265288282,1.0380693811258503
286.0,SPS-District K-12,K-12 School,1410 N.E. 66th St.,NORTHEAST,47.67723,-122.31281,K-12 School,K-12 School,269297.0,Parking,11745.0,80.0,0.0,2111361.25,32943.78516,225.19,5.42137535403989,89765.63674478774,0.0,100,0,807891.0,2692970.0,30.0,518.9383393043918,9.0,4.011790676637696,1.2673379379504515,4.017308587795052,1.0064545144201091
22953.0,NonResidential,Retail Store,10716 5th Ave NE,NORTH,47.707374,-122.32249,Retail Store,Retail Store,24982.0,Parking,11745.0,97.0,0.0,98254.70313,0.0,3.5705,1.5195508068830703,24981.975018024983,0.0,2601,1,24982.0,1274082.0,51.0,158.0569517610662,1.0,3.599443475627612,1.2975374912774322,3.744426120780442,1.2589650944883464
26773.0,NonResidential,Worship Facility,3841 NE 123rd Street,NORTH,47.707374,-122.2884125,Worship Facility,Worship Facility,21624.0,Parking,11745.0,90.0,0.0,91769.20313,3535.710205,20.96,3.08922261664133,21623.978376021627,0.0,3844,1,21624.0,1340688.0,62.0,147.0510115572144,1.0,3.599443475627612,1.2975374912774322,3.3694042071465256,0.9190492773121226
24099.0,NonResidential,Other,717 S Lander,GREATER DUWAMISH,47.57936,-122.32322,Other,Other,31365.0,Parking,11745.0,73.0,0.0,187982.9063,115.9399872,5.09,1.8066480817218056,31364.968635031368,0.0,1936,0,31365.0,1380060.0,44.0,177.1016657177453,1.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
23969.0,NonResidential,Other,2709 Airport Way South,GREATER DUWAMISH,47.5793,-122.32226,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,24109.0,Parking,583.3999999999996,73.0,0.0,1391384.25,0.0,33.1,3.529297384289471,24108.97589102411,0.0,3136,1,24109.0,1350104.0,56.0,155.2707313050338,1.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
809.0,NonResidential,Small- and Mid-Sized Office,400 Occidental Ave. South,DOWNTOWN,47.5992,-122.33223,Office,Office,95760.0,Parking,11745.0,83.0,0.0,1346383.125,7987.580078,74.45,4.323470185213858,15959.997340000444,0.1654135338328591,12100,1,574560.0,10533600.0,660.0,309.45112699746306,36.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
123.65,SPS-District K-12,K-12 School,3701 S.W. 104th St.,SOUTHWEST,47.537451,-122.37759,K-12 School,K-12 School,65568.0,Parking,11745.0,73.0,0.0,176088.0938,0.0,4.19,1.6467336971777973,26675.986662006668,0.0,4624,1,106704.0,3627936.0,136.0,230.9805186590419,4.0,4.034133919996902,1.2680730037486931,4.017308587795052,1.0064545144201091
21322.0,NonResidential,Small- and Mid-Sized Office,1404 Fourth Ave,DOWNTOWN,47.60952,-122.33558,"Office, Retail Store",Office,15609.0,Retail Store,6104.0,17.0,762032.8125,621660.625,0.0,73.61,4.312274546483423,7631.248092187977,0.0,7744,1,122100.0,2686200.0,352.0,174.7140520965615,16.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
49701.7,Nonresidential COS,Other,1471 NW 67th St,BALLARD,47.67734,-122.37624,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Swimming Pool",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,1670.0,73.0,0.0,353216.0938,39121.35156,216.18,5.380726502788755,21038.178961821042,0.0,1936,0,21038.2,925680.8,44.0,145.04551009941673,1.0,3.912910514987732,1.2339019117506258,4.282175547469136,1.3053288873026805
34348.0,NonResidential,Retail Store,1401 2nd Ave,DOWNTOWN,47.6087,-122.33884,Retail Store,Retail Store,103000.0,Parking,11745.0,89.0,0.0,1243594.5,9714.768555,81.18,4.408911963455264,34333.3218888927,0.0,625,0,309000.0,2575000.0,75.0,320.9361307176242,9.0,4.33905242153749,1.3718571608439065,3.744426120780442,1.2589650944883464
414.0,NonResidential,Large Office,1411 4TH AVE,DOWNTOWN,47.60923,-122.33625,Office,Office,125473.0,Parking,11745.0,84.0,845964.4437500031,761004.125,0.0,238.09,5.476840050084842,12131.645611915974,0.0,7569,1,1880435.5500000066,13140393.0,1083.1500000000037,388.6373631034463,155.00250000000108,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
123.65,SPS-District K-12,K-12 School,4000 27th Ave. W.,MAGNOLIA / QUEEN ANNE,47.65671,-122.3783225,K-12 School,K-12 School,54986.0,Parking,11745.0,97.0,0.0,356855.0,4326.897461,31.47,3.4803165861147547,27492.98625350687,0.0,676,0,109972.0,1429636.0,52.0,234.49093799121533,4.0,3.935323358003718,1.285361666288839,4.017308587795052,1.0064545144201091
19750.0,NonResidential,Small- and Mid-Sized Office,2800 1st Avenue  Room 140,DOWNTOWN,47.61683,-122.35176,Office,Office,64630.0,Parking,11745.0,96.0,0.0,412746.5,0.0,9.82,2.381396273418336,21543.326152224614,0.0,5476,1,193890.0,4782620.0,222.0,254.22431040323426,9.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
45287.0,Nonresidential COS,Other,500 23 Ave E,CENTRAL,47.60668,-122.30242,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,9003.0,73.0,0.0,736986.875,26562.09961,158.6,5.072670685015709,21399.9786000214,0.0,2304,0,21400.0,1027200.0,48.0,146.28738838327794,1.0,3.835734022555626,1.1782890369252899,4.282175547469136,1.3053288873026805
24857.0,NonResidential,Retail Store,6032 M L KING JR WAY S,SOUTHEAST,47.54723,-122.2884125,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,88.0,0.0,1570918.75,65448.83886650005,413.1,6.026107490551522,37882.96211703789,0.0,2500,0,37883.0,1894150.0,50.0,194.63555687489375,1.0,3.8364002036202964,1.1819283182974878,3.744426120780442,1.2589650944883464
21920.0,NonResidential,Warehouse,4625 Union Way Place,NORTHEAST,47.66294,-122.29521,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33576.0,Parking,11745.0,64.0,0.0,114338.7031,8851.080078,49.73,3.926517451578599,16787.991606004194,0.0,1296,0,67152.0,1208736.0,72.0,183.23755073674172,4.0,4.011790676637696,1.2673379379504515,3.105404464515096,1.1998106393931918
